Longitude,Latitude,Year,Month,Avg Capacity (1000 m3/d),Avg Throughput (1000 m3/d),Avg Throughput (GJ/d)
-114.74,51.9475,2008,6,189061.0,143310.78513384506,5417147.678059342
-114.74,51.9475,2008,7,189061.0,158394.9299893322,5987328.353596755
-114.74,51.9475,2008,8,189061.0,157995.31916865634,5972223.064575208
-114.74,51.9475,2008,9,189061.0,155996.2994479511,5896660.119132552
-114.74,51.9475,2008,10,189061.0,156200.10604581624,5904364.0085318545
-114.74,51.9475,2008,11,187479.0,153512.4339071001,5802770.001688383
-114.74,51.9475,2008,12,187479.0,152308.48222015935,5757260.627922024
-114.74,51.9475,2009,1,187479.0,158714.20006243192,5999396.762359926
-114.74,51.9475,2009,2,187479.0,160070.89577129902,6050679.860155103
-114.74,51.9475,2009,3,187479.0,159161.55333223392,6016306.715958443
-114.74,51.9475,2009,4,189061.0,157801.4889144636,5964896.280966724
-114.74,51.9475,2009,5,189061.0,138403.56765630728,5231654.857408415
-114.74,51.9475,2009,6,189061.0,142815.15992432807,5398413.0451396005
-114.74,51.9475,2009,7,189061.0,143068.63370156416,5407994.353919125
-114.74,51.9475,2009,8,189061.0,139263.75997316555,5264170.126985658
-114.74,51.9475,2009,9,189061.0,130640.20086412766,4938199.592664025
-114.74,51.9475,2009,10,189061.0,132017.51713028137,4990262.147524635
-114.74,51.9475,2009,11,185715.0,142288.98711941237,5378523.713113787
-114.74,51.9475,2009,12,185715.0,140983.75616486624,5329185.9830319425
-114.74,51.9475,2010,1,185715.0,155070.7075043125,5861672.743663012
-114.74,51.9475,2010,2,185715.0,148241.3058973644,5603521.362920374
-114.74,51.9475,2010,3,185715.0,143523.68937829015,5425195.458499366
-114.74,51.9475,2010,4,188774.0,151157.05458402616,5713736.663276189
-114.74,51.9475,2010,5,188774.0,149736.693002779,5660046.995505046
-114.74,51.9475,2010,6,188774.0,146344.04366231157,5531804.850435377
-114.74,51.9475,2010,7,188774.0,150340.1100262269,5682856.158991376
-114.74,51.9475,2010,8,188774.0,153942.4647712938,5819025.168354904
-114.74,51.9475,2010,9,188774.0,147300.26426120754,5567949.989073645
-114.74,51.9475,2010,10,188774.0,148999.9990079714,5632199.962501319
-114.74,51.9475,2010,11,182780.0,150006.32956516047,5670239.257563066
-114.74,51.9475,2010,12,182780.0,164520.18389586735,6218862.951263785
-114.74,51.9475,2011,1,182780.0,165672.21228906346,6262409.6245265985
-114.74,51.9475,2011,2,182780.0,167075.96578675043,6315471.506739167
-114.74,51.9475,2011,3,182780.0,166839.44389859127,6306530.97936675
-114.74,51.9475,2011,4,179560.0,172853.9001845339,6533877.426975381
-114.74,51.9475,2011,5,179560.0,157377.6348440477,5948874.597105002
-114.74,51.9475,2011,6,179560.0,154473.96008972332,5839115.691391542
-114.74,51.9475,2011,7,179560.0,159900.585188671,6044242.120131762
-114.74,51.9475,2011,8,179560.0,161335.1183411973,6098467.473297258
-114.74,51.9475,2011,9,179560.0,160847.30439355,6080028.106076189
-114.74,51.9475,2011,10,179560.0,167234.96231467096,6321481.575494562
-114.74,51.9475,2011,11,201814.0,172443.2989669411,6518356.700950373
-114.74,51.9475,2011,12,201814.0,178366.21969672063,6742243.104536038
-114.74,51.9475,2012,1,201814.0,177760.9804700927,6719365.061769504
-114.74,51.9475,2012,2,201814.0,183121.84342675426,6922005.68153131
-114.74,51.9475,2012,3,201814.0,170599.36596318413,6448656.033408361
-114.74,51.9475,2012,4,203964.0,171026.31735621032,6464794.79606475
-114.74,51.9475,2012,5,203964.0,164971.3757028836,6235918.001568999
-114.74,51.9475,2012,6,203964.0,165202.7822431397,6244665.16879068
-114.74,51.9475,2012,7,203964.0,165316.51289655242,6248964.187489681
-114.74,51.9475,2012,8,203964.0,171934.39091556642,6499119.97660841
-114.74,51.9475,2012,9,203964.0,168529.00907545333,6370396.543052135
-114.74,51.9475,2012,10,203964.0,176138.37254343872,6658030.482141983
-114.74,51.9475,2012,11,218560.0,173554.83499341918,6560372.762751243
-114.74,51.9475,2012,12,218560.0,183522.02744620244,6937132.637466453
-114.74,51.9475,2013,1,218560.0,184901.67118851005,6989283.17092568
-114.74,51.9475,2013,2,218560.0,186757.39428245503,7059429.5038768
-114.74,51.9475,2013,3,218560.0,185734.57902804762,7020767.087260199
-114.74,51.9475,2013,4,217308.0,190577.19031277447,7203817.793822874
-114.74,51.9475,2013,5,217308.0,174876.33175241,6610325.340241098
-114.74,51.9475,2013,6,217308.0,167929.04772584702,6347718.004037017
-114.74,51.9475,2013,7,217308.0,171460.74590176088,6481216.195086562
-114.74,51.9475,2013,8,217308.0,170749.27588938453,6454322.628618736
-114.74,51.9475,2013,9,217308.0,170085.51105024066,6429232.317699096
-114.74,51.9475,2013,10,217308.0,185346.61449018086,7006102.027728835
-114.74,51.9475,2013,11,229838.0,197453.25435172865,7463733.014495343
-114.74,51.9475,2013,12,229838.0,203021.31638844166,7674205.759483095
-114.74,51.9475,2014,1,229838.0,209802.80332380143,7930545.965639693
-114.74,51.9475,2014,2,229838.0,207093.83451145442,7828146.944532976
-114.74,51.9475,2014,3,229838.0,207991.07897159478,7862062.785126282
-114.74,51.9475,2014,4,228978.0,200921.9157885816,7594848.416808383
-114.74,51.9475,2014,5,228978.0,192631.94225552195,7281487.41725873
-114.74,51.9475,2014,6,228978.0,181185.454891922,6848810.194914652
-114.74,51.9475,2014,7,228978.0,196785.60314481612,7438495.798874049
-114.74,51.9475,2014,8,228978.0,199886.82304073955,7555721.910939955
-114.74,51.9475,2014,9,228978.0,196340.60037601378,7421674.6942133205
-114.74,51.9475,2014,10,228978.0,207960.68354612024,7860913.838043344
-114.74,51.9475,2014,11,236520.0,223649.24799817114,8453941.574330868
-114.74,51.9475,2014,12,236520.0,230517.21069097228,8713550.564118752
-114.74,51.9475,2015,1,236520.0,225082.85996820877,8508132.10679829
-114.74,51.9475,2015,2,236520.0,227442.82193993966,8597338.669329718
-114.74,51.9475,2015,3,236520.0,221051.20678763298,8355735.616572526
-114.74,51.9475,2015,4,217365.0,225134.08203332472,8510068.300859675
-114.74,51.9475,2015,5,217365.0,211066.01474094627,7978295.357207768
-114.74,51.9475,2015,6,217365.0,206139.76207004217,7792083.006247593
-114.74,51.9475,2015,7,217365.0,212165.05280783717,8019838.996136245
-114.74,51.9475,2015,8,217365.0,216453.09875297055,8181927.132862287
-114.74,51.9475,2015,9,217365.0,209834.2096291645,7931733.123982417
-114.74,51.9475,2015,10,217365.0,220755.36504951646,8344552.798871721
-114.74,51.9475,2015,11,251344.0,229613.69273250928,8679397.58528885
-114.74,51.9475,2015,12,251344.0,240793.57644609784,9101997.189662497
-114.74,51.9475,2016,1,251344.0,244858.09787858487,9255636.099810507
-114.74,51.9475,2016,2,251344.0,250166.1148228983,9456279.140305554
-114.74,51.9475,2016,3,251344.0,246739.0898626855,9326737.59680951
-114.74,51.9475,2016,4,227809.0,236069.60275075427,8923430.98397851
-114.74,51.9475,2016,5,227809.0,222425.60445919825,8407687.848557692
-114.74,51.9475,2016,6,227809.0,221468.19226824687,8371497.667739731
-114.74,51.9475,2016,7,227809.0,226664.20316271935,8567906.87955079
-114.74,51.9475,2016,8,227809.0,229919.2110200623,8690946.176558355
-114.74,51.9475,2016,9,227809.0,229610.7973629534,8679288.140319638
-114.74,51.9475,2016,10,227809.0,240935.67174973167,9107368.392139858
-114.74,51.9475,2016,11,256827.0,233266.59622089434,8817477.337149804
-114.74,51.9475,2016,12,256827.0,240781.00276437408,9101521.90449334
-114.74,51.9475,2017,1,256827.0,249669.1218093096,9437492.804391904
-114.74,51.9475,2017,2,256827.0,246103.05001457292,9302695.290550856
-114.74,51.9475,2017,3,256827.0,250052.69719394975,9451991.953931298
-114.74,51.9475,2017,4,250259.0,247533.54580347094,9356768.0313712
-114.74,51.9475,2017,5,250259.0,244540.81911607244,9243642.962587537
-114.74,51.9475,2017,6,250259.0,235668.1124698102,8908254.651358826
-114.74,51.9475,2017,7,250259.0,233831.23118685457,8838820.538863104
-114.74,51.9475,2017,8,250259.0,232170.24078516848,8776035.101679368
-114.74,51.9475,2017,9,250259.0,245140.55081018628,9266312.82062504
-114.74,51.9475,2017,10,250259.0,247570.97026345148,9358182.675958466
-114.74,51.9475,2017,11,283047.0,267988.6621755996,10129971.430237662
-114.74,51.9475,2017,12,283047.0,276582.9263503887,10454834.61604469
-114.74,51.9475,2018,1,283047.0,279559.15253705264,10567335.965900589
-114.74,51.9475,2018,2,283047.0,283706.70449243544,10724113.42981406
-114.74,51.9475,2018,3,283047.0,283106.9777601337,10701443.759333052
-114.74,51.9475,2018,4,278395.0,277480.8989125919,10488777.978895973
-114.74,51.9475,2018,5,278395.0,261153.7377944451,9871611.288630024
-114.74,51.9475,2018,6,278395.0,255381.25848967896,9653411.570909863
-114.74,51.9475,2018,7,278395.0,267202.9002998413,10100269.631334001
-114.74,51.9475,2018,8,278395.0,269180.9949490104,10175041.60907259
-114.74,51.9475,2018,9,278395.0,266794.59405990905,10084835.655464562
-114.74,51.9475,2018,10,278395.0,276397.8612652293,10447839.155825667
-114.74,51.9475,2018,11,299682.0,283156.26787365496,10703306.925624156
-114.74,51.9475,2018,12,299682.0,295706.3070015599,11177698.404658966
-114.74,51.9475,2019,1,299682.0,284596.58250014344,10757750.818505421
-114.74,51.9475,2019,2,299682.0,277282.21446425293,10481267.70674876
-114.74,51.9475,2019,3,299682.0,293488.2812773731,11093857.0322847
-114.74,51.9475,2019,4,302165.0,283103.0405068807,10701294.931160089
-114.74,51.9475,2019,5,302165.0,267325.5276160148,10104904.943885358
-114.74,51.9475,2019,6,302165.0,271099.1369658626,10247547.377309604
-114.74,51.9475,2019,7,302165.0,270490.5237983446,10224541.799577426
-114.74,51.9475,2019,8,302165.0,270089.3124667576,10209376.011243436
-114.74,51.9475,2019,9,302165.0,259842.19312176591,9822034.90000275
-114.74,51.9475,2019,10,302165.0,276866.4190018495,10465550.638269909
-114.74,51.9475,2019,11,299100.0,288398.7625011225,10901473.22254243
-114.74,51.9475,2019,12,299100.0,309034.5790790326,11681507.089187432
-114.74,51.9475,2020,1,299100.0,290467.93049457873,10979687.772695076
-114.74,51.9475,2020,2,299100.0,292637.24211253534,11061687.751853835
-114.74,51.9475,2020,3,299100.0,289576.30270293506,10945984.242170943
-114.74,51.9475,2020,4,320300.0,287201.4630700172,10856215.304046651
-114.74,51.9475,2020,5,320300.0,275290.591678515,10405984.365447868
-114.74,51.9475,2020,6,320300.0,265854.7592128525,10049309.898245823
-114.74,51.9475,2020,7,320300.0,267626.4327161703,10116279.156671237
-114.74,51.9475,2020,8,320300.0,262975.37643164664,9940469.229116244
-114.74,51.9475,2020,9,320300.0,255291.07584966125,9650002.667117195
-114.74,51.9475,2020,10,320300.0,281694.4017185433,10648048.384960936
-114.74,51.9475,2020,11,325900.0,289103.2264088386,10928101.958254099
-114.74,51.9475,2020,12,325900.0,288214.43616022024,10894505.686856324
-114.74,51.9475,2021,1,325900.0,289308.7059574105,10935869.085190115
-114.74,51.9475,2021,2,325900.0,288899.67676564975,10920407.78174156
-114.74,51.9475,2021,3,325900.0,294617.8966215802,11136556.49229573
-114.74,51.9475,2021,4,328352.0,291006.4575865119,11000044.096770149
-114.74,51.9475,2021,5,328352.0,278702.72443304997,10534962.983569287
-114.74,51.9475,2021,6,328352.0,278810.24975777365,10539027.440843843
-114.74,51.9475,2021,7,328352.0,284713.6442950546,10762175.754353061
-114.74,51.9475,2021,8,328352.0,270751.9015499273,10234421.878587252
-114.74,51.9475,2021,9,328352.0,286549.4046654546,10831567.496354183
-114.74,51.9475,2021,10,328352.0,296872.43193832395,11221777.927268643
-114.74,51.9475,2021,11,338985.0,308418.02195334865,11658201.229836578
-114.74,51.9475,2021,12,338985.0,307567.75263486855,11626061.049598033
-114.74,51.9475,2022,1,338985.0,305118.8138943105,11533491.165204935
-114.74,51.9475,2022,2,338985.0,313493.95101514866,11850071.348372618
-114.74,51.9475,2022,3,338985.0,312082.4815843447,11796717.803888228
-114.74,51.9475,2022,4,329472.0,322976.07182902895,12208495.51513729
-114.74,51.9475,2022,5,329472.0,302328.0975742564,11428002.088306893
-114.74,51.9475,2022,6,329472.0,304128.92343032587,11496073.305666318
-114.74,51.9475,2022,7,329472.0,303340.30211559293,11466263.419969412
-114.74,51.9475,2022,8,329472.0,293652.8791228409,11100078.830843383
-114.74,51.9475,2022,9,329472.0,304155.33904072124,11497071.815739263
-114.74,51.9475,2022,10,329472.0,311623.2469162569,11779358.73343451
-114.74,51.9475,2022,11,361800.0,330408.2272079253,12489430.988459576
-114.74,51.9475,2022,12,361800.0,337999.0523175407,12776364.177603038
-114.74,51.9475,2023,1,361800.0,342622.03633166803,12951112.97333705
-114.74,51.9475,2023,2,361800.0,337188.5710242847,12745727.98471796
-114.74,51.9475,2023,3,361800.0,330576.89017336315,12495806.448553128
-114.74,51.9475,2023,4,370400.0,331663.48212747904,12536879.624418706
-114.74,51.9475,2023,5,370400.0,295857.6296798108,11183418.401896847
-114.74,51.9475,2023,6,370400.0,310907.753770089,11752313.092509365
-114.74,51.9475,2023,7,370400.0,313061.23918386304,11833714.841150021
-114.74,51.9475,2023,8,370400.0,317946.1488761331,12018364.427517831
-114.74,51.9475,2023,9,370400.0,310750.74521605286,11746378.169166798
-114.588,49.6348,2006,1,81013.0,46734.141935483865,1766550.56516129
-114.588,49.6348,2006,2,81013.0,51648.03928571429,1952295.885
-114.588,49.6348,2006,3,81013.0,56051.72580645161,2118755.235483871
-114.588,49.6348,2006,4,78890.0,43928.32666666667,1660490.748
-114.588,49.6348,2006,5,78890.0,47374.522580645156,1790756.9535483872
-114.588,49.6348,2006,6,78890.0,51282.87666666667,1938492.7380000001
-114.588,49.6348,2006,7,78890.0,64296.151612903224,2430394.5309677417
-114.588,49.6348,2006,8,78890.0,64942.3,2454818.94
-114.588,49.6348,2006,9,78890.0,60995.939999999995,2305646.5319999997
-114.588,49.6348,2006,10,78890.0,56331.74838709677,2129340.089032258
-114.588,49.6348,2006,11,81013.0,49796.523430103334,1882308.585657906
-114.588,49.6348,2006,12,81013.0,66110.9340912129,2498993.3086478473
-114.588,49.6348,2007,1,81013.0,71598.51055374839,2706423.698931689
-114.588,49.6348,2007,2,81013.0,61266.67387856786,2315880.272609865
-114.588,49.6348,2007,3,81013.0,45973.21206004516,1737787.415869707
-114.588,49.6348,2007,4,78890.0,46971.181919986666,1775510.676575496
-114.588,49.6348,2007,5,78890.0,52365.081135258064,1979400.066912755
-114.588,49.6348,2007,6,78890.0,54430.785017400005,2057483.67365772
-114.588,49.6348,2007,7,78890.0,60081.95632846451,2271097.949215959
-114.588,49.6348,2007,8,78890.0,61220.99492816451,2314153.6082846187
-114.588,49.6348,2007,9,78890.0,59877.83573293334,2263382.1907048803
-114.588,49.6348,2007,10,78890.0,65309.0984855258,2468683.9227528754
-114.588,49.6348,2007,11,81013.0,61542.27112605,2326297.84856469
-114.588,49.6348,2007,12,81013.0,70608.89115836452,2669016.0857861787
-114.588,49.6348,2008,1,81013.0,67965.6938020742,2569103.2257184046
-114.588,49.6348,2008,2,81013.0,60455.13188373793,2285203.9852052936
-114.588,49.6348,2008,3,81013.0,57910.90645161291,2189032.263870968
-114.588,49.6348,2008,4,78890.0,63801.923444299995,2411712.70619454
-114.588,49.6348,2008,5,78890.0,46207.98242184516,1746661.735545747
-114.588,49.6348,2008,6,78890.0,42785.30152468666,1617284.397633156
-114.588,49.6348,2008,7,78890.0,50308.34653501613,1901655.4990236096
-114.588,49.6348,2008,8,78890.0,52990.45018162258,2003039.0168653335
-114.588,49.6348,2008,9,78890.0,51612.96896919666,1950970.227035634
-114.588,49.6348,2008,10,78890.0,44134.51071647096,1668284.5050826024
-114.588,49.6348,2008,11,81013.0,46475.735539576664,1756782.803395998
-114.588,49.6348,2008,12,81013.0,62975.250440467746,2380464.4666496804
-114.588,49.6348,2009,1,81013.0,58162.18543159032,2198530.6093141143
-114.588,49.6348,2009,2,81013.0,59860.4541206,2262725.16575868
-114.588,49.6348,2009,3,81013.0,55696.661994438706,2105333.823389783
-114.588,49.6348,2009,4,78890.0,46921.51360000333,1773633.2140801258
-114.588,49.6348,2009,5,78890.0,39604.795219696774,1497061.259304538
-114.588,49.6348,2009,6,78890.0,31313.307101496666,1183643.0084365741
-114.588,49.6348,2009,7,78890.0,57022.37423261935,2155445.7459930116
-114.588,49.6348,2009,8,78890.0,61492.4478078,2324414.52713484
-114.588,49.6348,2009,9,78890.0,66190.61536673333,2502005.26086252
-114.588,49.6348,2009,10,78890.0,56164.47394634194,2123017.1151717254
-114.588,49.6348,2009,11,78168.0,66422.45274493,2510768.713758354
-114.588,49.6348,2009,12,78168.0,66333.15657469678,2507393.3185235383
-114.588,49.6348,2010,1,78168.0,59725.655558738705,2257629.7801203234
-114.588,49.6348,2010,2,78168.0,58468.341145025,2210103.2952819453
-114.588,49.6348,2010,3,78168.0,60514.58118309678,2287451.1687210584
-114.588,49.6348,2010,4,75576.0,59702.62026655667,2256759.046075842
-114.588,49.6348,2010,5,75576.0,48056.09309026452,1816520.3188119987
-114.588,49.6348,2010,6,75576.0,46882.44468928,1772156.409254784
-114.588,49.6348,2010,7,75576.0,58857.83538287419,2224826.1774726445
-114.588,49.6348,2010,8,75576.0,58358.04484096129,2205934.094988337
-114.588,49.6348,2010,9,75576.0,52248.61914710666,1974997.8037606322
-114.588,49.6348,2010,10,75576.0,52672.50812037097,1991020.8069500227
-114.588,49.6348,2010,11,75400.0,58189.40976152333,2199559.688985582
-114.588,49.6348,2010,12,75400.0,60758.32067476774,2296664.5215062206
-114.588,49.6348,2011,1,75400.0,56891.790322580644,2150509.6741935485
-114.588,49.6348,2011,2,75400.0,57759.32857142857,2183302.62
-114.588,49.6348,2011,3,75400.0,46263.38387096774,1748755.9103225807
-114.588,49.6348,2011,4,73900.0,50340.08666666667,1902855.276
-114.588,49.6348,2011,5,73900.0,42300.09695097097,1598943.6647467024
-114.588,49.6348,2011,6,73900.0,44155.11666666667,1669063.41
-114.588,49.6348,2011,7,73900.0,49808.0253293742,1882743.3574503444
-114.588,49.6348,2011,8,73900.0,42567.461918625806,1609050.0605240553
-114.588,49.6348,2011,9,73900.0,37488.30080751333,1417057.7705240038
-114.588,49.6348,2011,10,73900.0,41067.965323112905,1552369.0892136677
-114.588,49.6348,2011,11,73020.0,50146.35225115333,1895532.115093596
-114.588,49.6348,2011,12,73020.0,60629.215288558065,2291784.3379074945
-114.588,49.6348,2012,1,73020.0,53421.38550963871,2019328.372264343
-114.588,49.6348,2012,2,73020.0,58690.52005190345,2218501.65796195
-114.588,49.6348,2012,3,73020.0,55363.5921157129,2092743.7819739478
-114.588,49.6348,2012,4,72376.0,47766.30823496333,1805566.451281614
-114.588,49.6348,2012,5,72376.0,45987.30158242258,1738319.9998155735
-114.588,49.6348,2012,6,72376.0,53242.226372636665,2012556.1568856658
-114.588,49.6348,2012,7,72376.0,54073.748221496775,2043987.682772578
-114.588,49.6348,2012,8,72376.0,57540.946949264515,2175047.7946821987
-114.588,49.6348,2012,9,72376.0,51764.83724065667,1956710.847696822
-114.588,49.6348,2012,10,72376.0,46658.09293263226,1763675.9128534994
-114.588,49.6348,2012,11,71339.0,47079.84123942666,1779617.998850328
-114.588,49.6348,2012,12,71339.0,48457.231131206456,1831683.3367596038
-114.588,49.6348,2013,1,71339.0,56993.27421227097,2154345.7652238426
-114.588,49.6348,2013,2,71339.0,54299.16267631071,2052508.349164545
-114.588,49.6348,2013,3,71339.0,54515.25320959677,2060676.5713227582
-114.588,49.6348,2013,4,70663.0,55861.969854643336,2111582.460505518
-114.588,49.6348,2013,5,70663.0,51993.50449561935,1965354.4699344116
-114.588,49.6348,2013,6,70663.0,56069.63692683333,2119432.2758343
-114.588,49.6348,2013,7,70663.0,56269.21277480322,2126976.2428875617
-114.588,49.6348,2013,8,70663.0,52932.66178112258,2000854.6153264337
-114.588,49.6348,2013,9,70663.0,53336.83328845667,2016132.298303662
-114.588,49.6348,2013,10,70663.0,53409.63763363871,2018884.3025515433
-114.588,49.6348,2013,11,64220.0,53662.47819138333,2028441.67563429
-114.588,49.6348,2013,12,64220.0,67204.0536997516,2540313.2298506107
-114.588,49.6348,2014,1,64220.0,69117.76046978065,2612651.3457577084
-114.588,49.6348,2014,2,64220.0,55930.860093235715,2114186.51152431
-114.588,49.6348,2014,3,64220.0,41676.657784,1575377.6642351998
-114.588,49.6348,2014,4,62699.0,46204.176116806666,1746517.857215292
-114.588,49.6348,2014,5,62699.0,44452.289992322585,1680296.5617097933
-114.588,49.6348,2014,6,62699.0,37679.73906722666,1424294.1367411679
-114.588,49.6348,2014,7,62699.0,40366.79499596129,1525864.8508473365
-114.588,49.6348,2014,8,62699.0,47187.75953912903,1783697.3105790773
-114.588,49.6348,2014,9,62699.0,48285.12935473,1825177.889608794
-114.588,49.6348,2014,10,62699.0,52005.68157026452,1965814.7633559988
-114.588,49.6348,2014,11,59316.0,56714.50083741333,2143808.131654224
-114.588,49.6348,2014,12,59316.0,59313.91329468387,2242065.9225390507
-114.588,49.6348,2015,1,59316.0,59946.16919082581,2265965.1954132156
-114.588,49.6348,2015,2,59316.0,55360.37568094285,2092622.20073964
-114.588,49.6348,2015,3,59316.0,53010.3027024,2003789.44215072
-114.588,49.6348,2015,4,63185.0,53165.94523026667,2009672.72970408
-114.588,49.6348,2015,5,63185.0,51363.736747974195,1941549.2490734246
-114.588,49.6348,2015,6,63185.0,53470.287228546666,2021176.857239064
-114.588,49.6348,2015,7,63185.0,47858.95659789677,1809068.559400498
-114.588,49.6348,2015,8,63185.0,54313.5704287742,2053052.9622076645
-114.588,49.6348,2015,9,63185.0,53318.526667796665,2015440.308042714
-114.588,49.6348,2015,10,63185.0,52510.77809109677,1984907.411843458
-114.588,49.6348,2015,11,59071.0,52593.91677939667,1988050.0542611938
-114.588,49.6348,2015,12,59071.0,57107.44548425161,2158661.439304711
-114.588,49.6348,2016,1,59071.0,57987.92843143226,2191943.694708139
-114.588,49.6348,2016,2,59071.0,57058.06854815173,2156794.9911201354
-114.588,49.6348,2016,3,59071.0,58642.50728587097,2216686.775405923
-114.588,49.6348,2016,4,57358.0,56157.865454599996,2122767.31418388
-114.588,49.6348,2016,5,57358.0,54466.83159795162,2058846.234402571
-114.588,49.6348,2016,6,57358.0,57492.51576426667,2173217.09588928
-114.588,49.6348,2016,7,57358.0,58901.533840799995,2226477.97918224
-114.588,49.6348,2016,8,61203.0,59562.83755610323,2251475.259620702
-114.588,49.6348,2016,9,61203.0,63731.726126266665,2409059.24757288
-114.588,49.6348,2016,10,61203.0,60947.56392764193,2303817.916464865
-114.588,49.6348,2016,11,63463.0,55150.02604427333,2084670.9844735318
-114.588,49.6348,2016,12,63463.0,65261.53396828387,2466885.9840011303
-114.588,49.6348,2017,1,63463.0,64480.68402427742,2437369.8561176863
-114.588,49.6348,2017,2,63463.0,63346.01117185714,2394479.2222961998
-114.588,49.6348,2017,3,63463.0,62693.68264856774,2369821.2041158606
-114.588,49.6348,2017,4,66444.0,62055.844897526666,2345710.937126508
-114.588,49.6348,2017,5,66444.0,62682.52983743226,2369399.6278549396
-114.588,49.6348,2017,6,66444.0,60517.88334748,2287575.990534744
-114.588,49.6348,2017,7,66444.0,63847.621737935486,2413440.1016939613
-114.588,49.6348,2017,8,66444.0,59883.52122206452,2263597.1021940387
-114.588,49.6348,2017,9,66444.0,64251.70614357667,2428714.492227198
-114.588,49.6348,2017,10,66444.0,58981.794582551614,2229511.835220451
-114.588,49.6348,2017,11,63300.0,63163.55178422667,2387582.257443768
-114.588,49.6348,2017,12,63300.0,66342.30250197419,2507739.0345746246
-114.588,49.6348,2018,1,63300.0,67600.11431685161,2555284.321176991
-114.588,49.6348,2018,2,63300.0,65269.67439641429,2467193.69218446
-114.588,49.6348,2018,3,63300.0,67436.78472660645,2549110.4626657236
-114.588,49.6348,2018,4,73144.0,69382.25944726667,2622649.4071066803
-114.588,49.6348,2018,5,73144.0,68361.54651464516,2584066.458253587
-114.588,49.6348,2018,6,73144.0,68458.9582082,2587748.6202699603
-114.588,49.6348,2018,7,73144.0,67769.4509339871,2561685.2453047126
-114.588,49.6348,2018,8,73144.0,67905.32305333548,2566821.211416081
-114.588,49.6348,2018,9,73144.0,70617.18788962667,2669329.702227888
-114.588,49.6348,2018,10,73144.0,67442.2547812,2549317.2307293597
-114.588,49.6348,2018,11,73138.0,66994.30502991666,2532384.73013085
-114.588,49.6348,2018,12,73138.0,71687.0893055871,2709771.9757511923
-114.588,49.6348,2019,1,73138.0,73869.55218021935,2792269.072412292
-114.588,49.6348,2019,2,73138.0,71432.30807667143,2700141.2452981803
-114.588,49.6348,2019,3,73138.0,71838.62762334193,2715500.124162325
-114.588,49.6348,2019,4,73825.0,67444.49669550666,2549401.975090152
-114.588,49.6348,2019,5,73825.0,69215.51672490322,2616346.532201342
-114.588,49.6348,2019,6,73825.0,72065.43905330666,2724073.596214992
-114.588,49.6348,2019,7,73825.0,67208.65140618065,2540487.023153628
-114.588,49.6348,2019,8,73825.0,68408.6912387871,2585848.528826152
-114.588,49.6348,2019,9,73825.0,64886.52825879333,2452710.768182388
-114.588,49.6348,2019,10,73825.0,66473.1814695387,2512686.259548563
-114.588,49.6348,2019,11,76279.0,74491.58939969333,2815782.079308408
-114.588,49.6348,2019,12,76279.0,75368.37432516129,2848924.5494910968
-114.588,49.6348,2020,1,76279.0,75271.55357036451,2845264.7249597786
-114.588,49.6348,2020,2,76279.0,74598.79599844138,2819834.488741084
-114.588,49.6348,2020,3,76279.0,73087.38901298065,2762703.3046906684
-114.588,49.6348,2020,4,76279.0,64003.126999533335,2419318.20058236
-114.588,49.6348,2020,5,76279.0,63896.12183514839,2415273.405368609
-114.588,49.6348,2020,6,77815.3,64427.59768869667,2435363.192632734
-114.588,49.6348,2020,7,81400.0,67748.47791617742,2560892.4652315066
-114.588,49.6348,2020,8,81400.0,70560.15190357096,2667173.7419549827
-114.588,49.6348,2020,9,81400.0,69887.23191118333,2641737.36624273
-114.588,49.6348,2020,10,81400.0,73844.57638024839,2791324.987173389
-114.588,49.6348,2020,11,84490.0,78324.31655391,2960659.165737798
-114.588,49.6348,2020,12,84490.0,77423.34104302581,2926602.2914263755
-114.588,49.6348,2021,1,84490.0,79209.88719797741,2994133.7360835467
-114.588,49.6348,2021,2,84490.0,79098.44844617858,2989921.3512655497
-114.588,49.6348,2021,3,84490.0,75923.89073105484,2869923.0696338727
-114.588,49.6348,2021,4,84490.0,73693.22087271667,2785603.74898869
-114.588,49.6348,2021,5,84490.0,68354.57024862581,2583802.755398055
-114.588,49.6348,2021,6,84490.0,65984.20659770333,2494203.009393186
-114.588,49.6348,2021,7,84490.0,67491.75630656129,2551188.3883880167
-114.588,49.6348,2021,8,84490.0,66456.56342881935,2512058.0976093714
-114.588,49.6348,2021,9,84490.0,69506.4606097,2627344.21104666
-114.588,49.6348,2021,10,84490.0,72891.68247413871,2755305.597522443
-114.588,49.6348,2021,11,84073.0,73019.13062686333,2760123.1376954336
-114.588,49.6348,2021,12,84073.0,81066.85836217097,3064327.246090063
-114.588,49.6348,2022,1,84073.0,82572.09199070645,3121225.0772487037
-114.588,49.6348,2022,2,84073.0,81333.06780949286,3074389.96319883
-114.588,49.6348,2022,3,84073.0,79222.02903949999,2994592.6976930997
-114.588,49.6348,2022,4,84759.0,77532.72715746667,2930737.08655224
-114.588,49.6348,2022,5,84759.0,68786.98632337742,2600148.0830236664
-114.588,49.6348,2022,6,84759.0,70563.24841865667,2667290.790225222
-114.588,49.6348,2022,7,84759.0,67751.13757039355,2560993.0001608757
-114.588,49.6348,2022,8,84759.0,67579.22996230323,2554494.8925750614
-114.588,49.6348,2022,9,84759.0,73588.85225602,2781658.6152775562
